batch_id,inspection_date,line_id,product_code,units_inspected,units_passed,defect_count,defect_type,inspector_id,qc_result
BATCH-18728,2022-10-05,LINE-B,PROD-0148,347,347,0,,INS-020,PASS
BATCH-44863,2023-01-06,LINE-D,PROD-0099,65,65,0,None,INS-002,PASS
BATCH-28717,2024-03-06,LINE-D,PROD-0094,396,396,0,None,INS-006,PASS
BATCH-13411,2024-06-26,LINE-A,PROD-0070,296,296,0,,INS-015,PASS
BATCH-68236,2024-06-04,LINE-A,PROD-0158,77,77,0,,INS-012,PASS
BATCH-83662,2022-04-16,LINE-D,PROD-0025,390,389,1,None,INS-027,PASS
BATCH-57096,2024-04-04,LINE-A,PROD-0112,219,218,1,None,INS-011,PASS
BATCH-77269,2023-02-27,LINE-E,PROD-0044,221,211,10,Dimensional Error,INS-011,FAIL
BATCH-51875,2023-05-09,LINE-C,PROD-0155,249,249,0,None,INS-008,PASS
BATCH-43152,2024-05-13,LINE-E,PROD-0145,94,86,8,Colour Deviation,INS-009,FAIL
BATCH-56880,2022-11-19,LINE-A,PROD-0141,270,269,1,None,INS-002,PASS
BATCH-74975,2024-05-01,LINE-B,PROD-0200,372,372,0,,INS-011,pass
BATCH-55672,2024-11-14,LINE-B,PROD-0163,138,137,1,None,INS-018,PASS
BATCH-76952,2024-12-03,LINE-B,PROD-0033,351,316,35,Dimensional Error,INS-004,FAIL
BATCH-13265,2024-04-23,LINE-C,PROD-0200,325,262,63,Contamination,INS-023,FAIL
BATCH-27348,2024-09-27,LINE-A,PROD-0135,290,290,0,None,INS-017,PASS
BATCH-38401,2024-12-14,LINE-D,PROD-0040,325,323,2,None,INS-012,PASS
BATCH-47612,2023-03-24,LINE-C,PROD-0038,221,196,25,Surface Scratch,INS-016,FAIL
BATCH-11595,2024-02-24,LINE-D,PROD-0104,61,61,0,None,INS-014,PASS
BATCH-39509,2024-06-01,LINE-C,PROD-0139,96,96,0,,INS-018,PASS
BATCH-14188,2023-07-08,LINE-C,PROD-0111,483,483,0,,INS-028,PASS
BATCH-51293,2022-03-15,LINE-C,PROD-0034,145,143,2,None,INS-021,PASS
BATCH-24381,2024-08-05,LINE-A,PROD-0111,397,397,0,None,INS-017,PASS
BATCH-77841,2022-06-22,LINE-A,PROD-0117,203,202,1,,INS-012,PASS
BATCH-90515,2023-06-03,LINE-D,PROD-0153,351,351,0,None,INS-002,PASS
BATCH-78267,2023-04-16,LINE-E,PROD-0018,341,340,1,,INS-012,PASS
BATCH-36285,2023-01-24,LINE-A,PROD-0001,187,187,0,None,INS-002,PASS
BATCH-36526,2023-06-27,LINE-B,PROD-0194,484,484,0,None,INS-018,PASS
BATCH-41380,2023-10-02,LINE-C,PROD-0178,136,111,25,Colour Deviation,INS-001,PENDING
BATCH-86811,2024-05-13,LINE-D,PROD-0117,316,316,0,None,INS-030,PASS
BATCH-52899,2022-11-04,LINE-A,PRO
